RFID,SERIAL,SIZE,TYPE,BORN_DATE
120822142739006412010120,6412010120,64,Recycle,7/11/2004
120823184022006412010484,6412010484,64,Recycle,7/11/2004
120822105502006412009992,6412009992,64,Recycle,7/11/2004
120823195228006412010527,6412010527,64,Recycle,7/11/2004
120823195359006412010528,6412010528,64,Recycle,7/11/2004
120823190035006412010496,6412010496,64,Recycle,7/11/2004
120822102920006412009978,6412009978,64,Recycle,7/11/2004
120524183333006412005749,6412005749,64,Recycle,7/11/2004
120907102359009612113567,9612113567,96,Recycle,7/11/2004
120907102307009612113566,9612113566,96,Recycle,7/11/2004
120907102219009612113565,9612113565,96,Recycle,7/11/2004
120906225838009612113186,9612113186,96,Recycle,7/11/2004
120906225939009612113187,9612113187,96,Recycle,7/11/2004
120906230140009612113188,9612113188,96,Recycle,7/11/2004
120906225304009612113182,9612113182,96,Recycle,7/11/2004
120906225528009612113184,9612113184,96,Recycle,7/11/2004
120906225640009612113185,9612113185,96,Recycle,7/11/2004
120906225416009612113183,9612113183,96,Recycle,7/11/2004
120808094142000035124139,0035124139,35,Recycle,7/11/2004
120808093933000035124138,0035124138,35,Recycle,7/11/2004
120808131258000035124238,0035124238,35,Recycle,7/11/2004
101310025742000003101695,0003101695,35,Recycle,7/11/2004
120621012723006512051404,6512051404,64,Recycle,7/11/2004
120621012921006512051405,6512051405,64,Recycle,7/11/2004
120621013050006512051406,6512051406,64,Recycle,7/11/2004
120621011941006512051399,6512051399,64,Recycle,7/11/2004
120621011828006512051398,6512051398,64,Recycle,7/11/2004
120621012600006512051403,6512051403,64,Recycle,7/11/2004
120621012411006512051402,6512051402,64,Recycle,7/11/2004
120621012044006512051400,6512051400,64,Recycle,7/11/2004
120621012209006512051401,6512051401,64,Recycle,7/11/2004
120901221733009512016088,9512016088,96,Recycle,7/11/2004
120902054648009512016329,9512016329,96,Recycle,7/11/2004
120902021452009512016089,9512016089,96,Recycle,7/11/2004
120901222031009512016090,9512016090,96,Recycle,7/11/2004
120902054916009512016330,9512016330,96,Recycle,7/11/2004
120901222255009512016091,9512016091,96,Recycle,7/11/2004
120902054828009512016320,9512016320,96,Recycle,7/11/2004
091510185230212000007163,2000007163,35,Recycle,7/11/2004
121017093132000035124249,0035124249,35,Recycle,7/11/2004
120808143747000035124282,0035124282,35,Recycle,7/11/2004
120808131359000035124239,0035124239,35,Recycle,7/11/2004
120808094317000035124140,0035124140,35,Recycle,7/11/2004
101210225512000003101573,0003101573,35,Recycle,7/11/2004
101310030221000003101698,0003101698,35,Recycle,7/11/2004
101310020710000003101671,0003101671,35,Recycle,7/11/2004
101310011341000003101644,0003101644,35,Recycle,7/11/2004
101210222228000003101557,0003101557,35,Recycle,7/11/2004
120622103210006512051581,6512051581,64,Recycle,7/11/2004
120622102706006512051578,6512051578,64,Recycle,7/11/2004
120622103454006512051583,6512051583,64,Recycle,7/11/2004
120622103013006512051580,6512051580,64,Recycle,7/11/2004
120622102839006512051579,6512051579,64,Recycle,7/11/2004
120622103332006512051582,6512051582,64,Recycle,7/11/2004
072810234854006410032852,6410032852,64,Recycle,7/11/2004
071510193109006410008819,6410008819,64,Recycle,7/11/2004
100510233529006410004318,6410004318,64,Recycle,7/11/2004
072810225516006410032815,6410032815,64,Recycle,7/11/2004
120902014253009512016188,9512016188,96,Recycle,7/11/2004
120902022754009512016190,9512016190,96,Recycle,7/11/2004
120902014221009512016187,9512016187,96,Recycle,7/11/2004
120902013951009512016186,9512016186,96,Recycle,7/11/2004
120902015141009512016194,9512016194,96,Recycle,7/11/2004
120902013547009512016184,9512016184,96,Recycle,7/11/2004
120902015344009512016195,9512016195,96,Recycle,7/11/2004
120901135634009512015804,9512015804,96,Recycle,7/11/2004
120901140808009512015806,9512015806,96,Recycle,7/11/2004
120902014823009512016192,9512016192,96,Recycle,7/11/2004
120902014350009512016189,9512016189,96,Recycle,7/11/2004
120902013841009512016185,9512016185,96,Recycle,7/11/2004
120901143915009512015824,9512015824,96,Recycle,7/11/2004
120902012834009512016180,9512016180,96,Recycle,7/11/2004
120902015527009512016196,9512016196,96,Recycle,7/11/2004
120902013344009512016183,9512016183,96,Recycle,7/11/2004
120902013141009512016181,9512016181,96,Recycle,7/11/2004
120901135101009512015797,9512015797,96,Recycle,7/11/2004
120901140928009512015807,9512015807,96,Recycle,7/11/2004
120902014652009512016191,9512016191,96,Recycle,7/11/2004
120901141035009512015808,9512015808,96,Recycle,7/11/2004
120902012641009512016179,9512016179,96,Recycle,7/11/2004
120902012450009512016178,9512016178,96,Recycle,7/11/2004
120901143535009512015822,9512015822,96,Recycle,7/11/2004
120901143736009512015823,9512015823,96,Recycle,7/11/2004
120901143456009512015820,9512015820,96,Recycle,7/11/2004
120901143300009512015819,9512015819,96,Recycle,7/11/2004
120902013247009512016182,9512016182,96,Recycle,7/11/2004
120808141339000035124274,0035124274,35,Recycle,7/11/2004
120808143856000035124289,0035124289,35,Recycle,7/11/2004
120808144013000035124290,0035124290,35,Recycle,7/11/2004
120808144123000035124291,0035124291,35,Recycle,7/11/2004
120808141227000035124273,0035124273,35,Recycle,7/11/2004
120808141607000035124276,0035124276,35,Recycle,7/11/2004
120808141711000035124277,0035124277,35,Recycle,7/11/2004
120808141502000035124275,0035124275,35,Recycle,7/11/2004
120808141051000035124266,0035124266,35,Recycle,7/11/2004
101310030446000003101699,0003101699,35,Recycle,7/11/2004
101310001112000003101612,0003101612,35,Recycle,7/11/2004
101310032852000003101712,0003101712,35,Recycle,7/11/2004
120620092145006512050907,6512050907,64,Recycle,7/11/2004
120808144449000035124292,0035124292,35,Recycle,7/11/2004
120620091606006512050904,6512050904,64,Recycle,7/11/2004
120622103640006512051584,6512051584,64,Recycle,7/11/2004
120620091325006512050902,6512050902,64,Recycle,7/11/2004
120620091427006512050903,6512050903,64,Recycle,7/11/2004
120620094448006512050921,6512050921,64,Recycle,7/11/2004
120620091218006512050901,6512050901,64,Recycle,7/11/2004
120620094306006512050920,6512050920,64,Recycle,7/11/2004
120622102559006512051577,6512051577,64,Recycle,7/11/2004
120622102455006512051576,6512051576,64,Recycle,7/11/2004
111610142655006410004628,6410004628,64,Recycle,7/11/2004
121024072149006410032718,6410032718,64,Recycle,7/11/2004
120620091933006512050906,6512050906,64,Recycle,7/11/2004
120620091809006512050905,6512050905,64,Recycle,7/11/2004
100610014350006410004402,6410004402,64,Recycle,7/11/2004
111610033041006410004444,6410004444,64,Recycle,7/11/2004
071510123202006410008530,6410008530,64,Recycle,7/11/2004
120902053902009512016324,9512016324,96,Recycle,7/11/2004
120902053803009512016323,9512016323,96,Recycle,7/11/2004
120901144329009512015827,9512015827,96,Recycle,7/11/2004
120901144122009512015825,9512015825,96,Recycle,7/11/2004
120901144510009512015828,9512015828,96,Recycle,7/11/2004
120901144204009512015826,9512015826,96,Recycle,7/11/2004
120902053944009512016322,9512016322,96,Recycle,7/11/2004
120902054027009512016325,9512016325,96,Recycle,7/11/2004
120901141243009512015809,9512015809,96,Recycle,7/11/2004
120902053710009512016321,9512016321,96,Recycle,7/11/2004
120902054109009512016326,9512016326,96,Recycle,7/11/2004
120731091349000035124024,0035124024,35,Recycle,7/11/2004
120731091441000035124025,0035124025,35,Recycle,7/11/2004
120719175308000035123997,0035123997,35,Recycle,7/11/2004
120719175232000035123995,0035123995,35,Recycle,7/11/2004
120719175339000035123999,0035123999,35,Recycle,7/11/2004
120731091924000035124029,0035124029,35,Recycle,7/11/2004
120731091819000035124028,0035124028,35,Recycle,7/11/2004
120719175324000035123998,0035123998,35,Recycle,7/11/2004
120731091550000035124026,0035124026,35,Recycle,7/11/2004
120719175249000035123996,0035123996,35,Recycle,7/11/2004
101310012049000003101648,0003101648,35,Recycle,7/11/2004
101210230357000003101579,0003101579,35,Recycle,7/11/2004
120620092308006512050908,6512050908,64,Recycle,7/11/2004
120620092452006512050909,6512050909,64,Recycle,7/11/2004
120620094952006512050924,6512050924,64,Recycle,7/11/2004
120620094631006512050922,6512050922,64,Recycle,7/11/2004
120620094816006512050923,6512050923,64,Recycle,7/11/2004
120620095513006512050927,6512050927,64,Recycle,7/11/2004
120620111516006512050973,6512050973,64,Recycle,7/11/2004
120620095134006512050925,6512050925,64,Recycle,7/11/2004
120620095318006512050926,6512050926,64,Recycle,7/11/2004
100610010317006410004374,6410004374,64,Recycle,7/11/2004
100510235354006410004330,6410004330,64,Recycle,7/11/2004
072810233331006410032841,6410032841,64,Recycle,7/11/2004
121017130231006412006573,6412006573,64,Recycle,7/11/2004
120901142510009512015816,9512015816,96,Recycle,7/11/2004
120901141642009512015811,9512015811,96,Recycle,7/11/2004
120901141953009512015813,9512015813,96,Recycle,7/11/2004
120901142105009512015814,9512015814,96,Recycle,7/11/2004
120901142354009512015815,9512015815,96,Recycle,7/11/2004
120901141820009512015812,9512015812,96,Recycle,7/11/2004
120901134437009512015800,9512015800,96,Recycle,7/11/2004
120901134746009512015798,9512015798,96,Recycle,7/11/2004
120901141606009512015810,9512015810,96,Recycle,7/11/2004
120901142741009512015817,9512015817,96,Recycle,7/11/2004
120901134021009512015801,9512015801,96,Recycle,7/11/2004
120901142850009512015818,9512015818,96,Recycle,7/11/2004
070710205819009610005710,9610005710,96,Recycle,7/11/2004
071410172113009610009838,9610009838,96,Recycle,7/11/2004
071410112915009610009631,9610009631,96,Recycle,7/11/2004
110315084555009611105708,9611105708,96,Recycle,7/11/2004
092010145720009610005311,9610005311,96,Recycle,7/11/2004
120808140938000035124272,0035124272,35,Recycle,7/11/2004
120808140718000035124269,0035124269,35,Recycle,7/11/2004
120808140832000035124268,0035124268,35,Recycle,7/11/2004
120810023114000003124861,0003124861,35,Recycle,7/11/2004
120814013707000003127485,0003127485,35,Recycle,7/11/2004
121024085319000003050456,0003050456,35,Recycle,7/11/2004
121029141618000003051577,0003051577,35,Recycle,7/11/2004
121024085246000003051448,0003051448,35,Recycle,7/11/2004
120620111630006512050974,6512050974,64,Recycle,7/11/2004
120620111754006512050975,6512050975,64,Recycle,7/11/2004
120620111834006512050976,6512050976,64,Recycle,7/11/2004
120622094103006512051550,6512051550,64,Recycle,7/11/2004
121017103538006405003439,6405003439,64,Recycle,7/11/2004
121017095120006405011524,6405011524,64,Recycle,7/11/2004
121017103431006405002574,6405002574,64,Recycle,7/11/2004
120901150941009512015842,9512015842,96,Recycle,7/11/2004
120901150541009512015839,9512015839,96,Recycle,7/11/2004
120901150641009512015840,9512015840,96,Recycle,7/11/2004
120901151354009512015844,9512015844,96,Recycle,7/11/2004
120901151445009512015845,9512015845,96,Recycle,7/11/2004
120901151125009512015843,9512015843,96,Recycle,7/11/2004
120901150421009512015838,9512015838,96,Recycle,7/11/2004
120901150857009512015841,9512015841,96,Recycle,7/11/2004
120902052441009512016316,9512016316,96,Recycle,7/11/2004
120901151312009512015805,9512015805,96,Recycle,7/11/2004
120902052226009512016315,9512016315,96,Recycle,7/11/2004
120902053424009512016318,9512016318,96,Recycle,7/11/2004
121017095320009605001706,9605001706,96,Recycle,7/11/2004
121024080206009610005203,9610005203,96,Recycle,7/11/2004
120924143252000003130168,0003130168,35,Recycle,7/11/2004
120923183731000003129631,0003129631,35,Recycle,7/11/2004
120921003622000003128309,0003128309,35,Recycle,7/11/2004
120921004319000003128311,0003128311,35,Recycle,7/11/2004
120923183931000003129632,0003129632,35,Recycle,7/11/2004
120923184052000003129633,0003129633,35,Recycle,7/11/2004
120924142216000003130164,0003130164,35,Recycle,7/11/2004
120923235005000003129775,0003129775,35,Recycle,7/11/2004
120923125959000003129460,0003129460,35,Recycle,7/11/2004
120920223338000003128250,0003128250,35,Recycle,7/11/2004
120923125441000003129457,0003129457,35,Recycle,7/11/2004
120921045327000003128434,0003128434,35,Recycle,7/11/2004
120921045127000003128433,0003128433,35,Recycle,7/11/2004
120921044944000003128432,0003128432,35,Recycle,7/11/2004
120923125755000003129459,0003129459,35,Recycle,7/11/2004
120920232601000003128122,0003128122,35,Recycle,7/11/2004
120925001129000003130398,0003130398,35,Recycle,7/11/2004
120921004723000003128314,0003128314,35,Recycle,7/11/2004
120924233253000003130379,0003130379,35,Recycle,7/11/2004
120925000449000003130394,0003130394,35,Recycle,7/11/2004
120921003403000003128308,0003128308,35,Recycle,7/11/2004
120920231526000003128271,0003128271,35,Recycle,7/11/2004
120923200245000003129669,0003129669,35,Recycle,7/11/2004
120925000658000003130396,0003130396,35,Recycle,7/11/2004
120923195608000003129667,0003129667,35,Recycle,7/11/2004
120920231824000003128272,0003128272,35,Recycle,7/11/2004
120924143125000003130167,0003130167,35,Recycle,7/11/2004
120923230920000003129754,0003129754,35,Recycle,7/11/2004
120924141824000003130162,0003130162,35,Recycle,7/11/2004
120921042653000003128421,0003128421,35,Recycle,7/11/2004
021311151416000003110145,0003110145,35,Recycle,7/11/2004
120923173958000003129598,0003129598,35,Recycle,7/11/2004
120923231746000003129759,0003129759,35,Recycle,7/11/2004
120923184210000003129634,0003129634,35,Recycle,7/11/2004
120923173730000003129597,0003129597,35,Recycle,7/11/2004
120923174248000003129600,0003129600,35,Recycle,7/11/2004
120923172732000003129592,0003129592,35,Recycle,7/11/2004
120923185908000003129643,0003129643,35,Recycle,7/11/2004
120923190104000003129644,0003129644,35,Recycle,7/11/2004
120923195405000003129666,0003129666,35,Recycle,7/11/2004
120923185632000003129642,0003129642,35,Recycle,7/11/2004
120921012832000003128333,0003128333,35,Recycle,7/11/2004
120921012609000003128332,0003128332,35,Recycle,7/11/2004
120921012447000003128331,0003128331,35,Recycle,7/11/2004
120923190331000003129445,0003129445,35,Recycle,7/11/2004
120923185307000003129640,0003129640,35,Recycle,7/11/2004
120923195037000003129664,0003129664,35,Recycle,7/11/2004
120921043924000003128427,0003128427,35,Recycle,7/11/2004
120921042411000003128419,0003128419,35,Recycle,7/11/2004
120921043622000003128426,0003128426,35,Recycle,7/11/2004
120921042527000003128420,0003128420,35,Recycle,7/11/2004
120923232432000003129762,0003129762,35,Recycle,7/11/2004
120924142010000003130163,0003130163,35,Recycle,7/11/2004
120921044424000003128429,0003128429,35,Recycle,7/11/2004
120921045614000003128436,0003128436,35,Recycle,7/11/2004
120920231410000003128270,0003128270,35,Recycle,7/11/2004
120921012249000003128330,0003128330,35,Recycle,7/11/2004
120921012131000003128329,0003128329,35,Recycle,7/11/2004
120921012944000003128334,0003128334,35,Recycle,7/11/2004
120923200527000003129670,0003129670,35,Recycle,7/11/2004
120921043413000003128425,0003128425,35,Recycle,7/11/2004
120923130319000003129462,0003129462,35,Recycle,7/11/2004
120921043103000003128423,0003128423,35,Recycle,7/11/2004
120923185511000003129641,0003129641,35,Recycle,7/11/2004
120921004610000003128313,0003128313,35,Recycle,7/11/2004
120920232003000003128273,0003128273,35,Recycle,7/11/2004
120921003250000003128307,0003128307,35,Recycle,7/11/2004
120923185147000003129639,0003129639,35,Recycle,7/11/2004
120923184951000003129638,0003129638,35,Recycle,7/11/2004
120925001621000003130400,0003130400,35,Recycle,7/11/2004
120924234201000003130383,0003130383,35,Recycle,7/11/2004
120924234328000003130186,0003130186,35,Recycle,7/11/2004
120921044612000003128430,0003128430,35,Recycle,7/11/2004
120925000819000003130386,0003130386,35,Recycle,7/11/2004
120925000945000003130397,0003130397,35,Recycle,7/11/2004
120923125618000003129458,0003129458,35,Recycle,7/11/2004
120923235214000003129776,0003129776,35,Recycle,7/11/2004
120925001356000003130399,0003130399,35,Recycle,7/11/2004
120921042831000003128422,0003128422,35,Recycle,7/11/2004
120923173011000003129593,0003129593,35,Recycle,7/11/2004
120923173152000003129594,0003129594,35,Recycle,7/11/2004
120923195205000003129665,0003129665,35,Recycle,7/11/2004
120923173539000003129596,0003129596,35,Recycle,7/11/2004
120923194934000003129663,0003129663,35,Recycle,7/11/2004
120921043255000003128424,0003128424,35,Recycle,7/11/2004
120923125301000003129456,0003129456,35,Recycle,7/11/2004
120923173328000003129595,0003129595,35,Recycle,7/11/2004
120923200119000003129668,0003129668,35,Recycle,7/11/2004
120923231557000003129758,0003129758,35,Recycle,7/11/2004
120924143001000003130166,0003130166,35,Recycle,7/11/2004
120923232606000003129540,0003129540,35,Recycle,7/11/2004
120921044320000003128428,0003128428,35,Recycle,7/11/2004
120814023356000003127522,0003127522,35,Recycle,7/11/2004
120925000539000003130395,0003130395,35,Recycle,7/11/2004
120921003911000003128310,0003128310,35,Recycle,7/11/2004
120921004453000003128312,0003128312,35,Recycle,7/11/2004
120920223606000003128251,0003128251,35,Recycle,7/11/2004
120920232355000003128275,0003128275,35,Recycle,7/11/2004
120924233948000003130382,0003130382,35,Recycle,7/11/2004
120923174121000003129599,0003129599,35,Recycle,7/11/2004
120924233815000003130381,0003130381,35,Recycle,7/11/2004
120924142437000003130165,0003130165,35,Recycle,7/11/2004
120923130121000003129461,0003129461,35,Recycle,7/11/2004
120923130515000003129463,0003129463,35,Recycle,7/11/2004
120923231038000003129755,0003129755,35,Recycle,7/11/2004
120924143423000003130169,0003130169,35,Recycle,7/11/2004
120923125111000003129455,0003129455,35,Recycle,7/11/2004
120921044805000003128431,0003128431,35,Recycle,7/11/2004
120923200757000003129671,0003129671,35,Recycle,7/11/2004
120924233507000003130380,0003130380,35,Recycle,7/11/2004
120921045452000003128435,0003128435,35,Recycle,7/11/2004
120907081736009612113514,9612113514,96,Recycle,7/11/2004
120822084428006412009930,6412009930,64,Recycle,7/11/2004
120822084230006412009929,6412009929,64,Recycle,7/11/2004
120823192536006412010511,6412010511,64,Recycle,7/11/2004
120820184827006412008977,6412008977,64,Recycle,7/11/2004
120823161315006412010396,6412010396,64,Recycle,7/11/2004
120822101951006412009974,6412009974,64,Recycle,7/11/2004
120823193710006412010518,6412010518,64,Recycle,7/11/2004
120820204115006412009030,6412009030,64,Recycle,7/11/2004
120821003356006412009159,6412009159,64,Recycle,7/11/2004
120820185127006412008979,6412008979,64,Recycle,7/11/2004
120820185630006412008982,6412008982,64,Recycle,7/11/2004
120820213856006412009064,6412009064,64,Recycle,7/11/2004
120820185444006412008981,6412008981,64,Recycle,7/11/2004
120821002951006412009156,6412009156,64,Recycle,7/11/2004
120822083504006412009924,6412009924,64,Recycle,7/11/2004
120822100105006412009938,6412009938,64,Recycle,7/11/2004
120823193614006412010517,6412010517,64,Recycle,7/11/2004
120820203642006412009027,6412009027,64,Recycle,7/11/2004
120820215117006412009071,6412009071,64,Recycle,7/11/2004
120823183334006412010480,6412010480,64,Recycle,7/11/2004
120823175935006412010458,6412010458,64,Recycle,7/11/2004
120820233421006412009131,6412009131,64,Recycle,7/11/2004
120820233257006412009130,6412009130,64,Recycle,7/11/2004
120823161119006412010395,6412010395,64,Recycle,7/11/2004
120823161623006412010398,6412010398,64,Recycle,7/11/2004
120823161453006412010397,6412010397,64,Recycle,7/11/2004
120820204648006412009032,6412009032,64,Recycle,7/11/2004
120822085234006412009935,6412009935,64,Recycle,7/11/2004
120820215739006412009075,6412009075,64,Recycle,7/11/2004
120820181226006412008955,6412008955,64,Recycle,7/11/2004
120820180904006412008954,6412008954,64,Recycle,7/11/2004
120823194533006412010523,6412010523,64,Recycle,7/11/2004
120820233129006412009129,6412009129,64,Recycle,7/11/2004
120820220139006412009077,6412009077,64,Recycle,7/11/2004
120820215945006412009076,6412009076,64,Recycle,7/11/2004
120820214110006412009065,6412009065,64,Recycle,7/11/2004
120822085055006412009934,6412009934,64,Recycle,7/11/2004
120822090414006412009942,6412009942,64,Recycle,7/11/2004
120822090255006412009941,6412009941,64,Recycle,7/11/2004
120822090120006412009940,6412009940,64,Recycle,7/11/2004
120823192345006412010510,6412010510,64,Recycle,7/11/2004
120820180538006412008952,6412008952,64,Recycle,7/11/2004
120822085402006412009936,6412009936,64,Recycle,7/11/2004
120820190000006412008984,6412008984,64,Recycle,7/11/2004
120820203949006412009029,6412009029,64,Recycle,7/11/2004
120822095950006412009973,6412009973,64,Recycle,7/11/2004
120820215022006412009070,6412009070,64,Recycle,7/11/2004
120820184952006412008978,6412008978,64,Recycle,7/11/2004
120820215620006412009074,6412009074,64,Recycle,7/11/2004
120821002548006412009154,6412009154,64,Recycle,7/11/2004
120820215426006412009073,6412009073,64,Recycle,7/11/2004
120820185813006412008983,6412008983,64,Recycle,7/11/2004
120820190138006412008985,6412008985,64,Recycle,7/11/2004
120820232913006412009128,6412009128,64,Recycle,7/11/2004
120820233609006412009132,6412009132,64,Recycle,7/11/2004
120823194714006412010524,6412010524,64,Recycle,7/11/2004
120823194852006412010525,6412010525,64,Recycle,7/11/2004
120820215230006412009072,6412009072,64,Recycle,7/11/2004
120823183022006412010478,6412010478,64,Recycle,7/11/2004
120822102300006412009975,6412009975,64,Recycle,7/11/2004
120820214831006412009069,6412009069,64,Recycle,7/11/2004
120823194029006412010520,6412010520,64,Recycle,7/11/2004
120820181707006412008958,6412008958,64,Recycle,7/11/2004
120820232357006412009124,6412009124,64,Recycle,7/11/2004
120820185308006412008980,6412008980,64,Recycle,7/11/2004
120820214237006412009066,6412009066,64,Recycle,7/11/2004
120822083909006412009927,6412009927,64,Recycle,7/11/2004
120820214406006412009067,6412009067,64,Recycle,7/11/2004
120822084104006412009928,6412009928,64,Other,7/11/2004
120820214648006412009068,6412009068,64,Other,7/11/2004
120820180322006412008950,6412008950,64,Other,7/11/2004
120820180431006412008951,6412008951,64,Other,7/11/2004
120820232453006412009125,6412009125,64,Other,7/11/2004
120820232621006412009126,6412009126,64,Other,7/11/2004
120822084548006412009931,6412009931,64,Other,7/11/2004
120820180745006412008953,6412008953,64,Other,7/11/2004
120821003235006412009158,6412009158,64,Other,7/11/2004
120821003120006412009157,6412009157,64,Other,7/11/2004
120823192720006412010512,6412010512,64,Other,7/11/2004
120823192850006412010513,6412010513,64,Other,7/11/2004
120823193206006412010515,6412010515,64,Other,7/11/2004
120823194351006412010522,6412010522,64,Other,7/11/2004
120820204422006412009031,6412009031,64,Other,7/11/2004
120822102618006412009977,6412009977,64,Other,7/11/2004
120822084935006412009933,6412009933,64,Other,7/11/2004
120823194212006412010521,6412010521,64,Other,7/11/2004
120820213416006412009061,6412009061,64,Other,7/11/2004
120823192208006412010509,6412010509,64,Other,7/11/2004
120823183150006412010479,6412010479,64,Other,7/11/2004
120823193858006412010519,6412010519,64,Other,7/11/2004
120823192053006412010508,6412010508,64,Other,7/11/2004
120820181603006412008957,6412008957,64,Other,7/11/2004
120820181443006412008956,6412008956,64,Other,7/11/2004
120823182832006412010477,6412010477,64,Other,7/11/2004
120823182653006412010476,6412010476,64,Other,7/11/2004
120822083757006412009926,6412009926,64,Other,7/11/2004
120820203810006412009028,6412009028,64,Other,7/11/2004
120822090013006412009939,6412009939,64,Other,7/11/2004
120822085543006412009937,6412009937,64,Other,7/11/2004
120822102437006412009976,6412009976,64,Other,7/11/2004
120820220253006412009078,6412009078,64,Other,7/11/2004
120821002825006412009155,6412009155,64,Other,7/11/2004
120907103326009612113572,9612113572,96,Other,7/11/2004
120907075912009612113502,9612113502,96,Other,7/11/2004
120907102900009612113569,9612113569,96,Other,7/11/2004
120907103445009612113573,9612113573,96,Other,7/11/2004
120907082058009612113516,9612113516,96,Other,7/11/2004
120906221537009612113160,9612113160,96,Other,7/11/2004
120907081907009612113515,9612113515,96,Other,7/11/2004
120907081305009612113511,9612113511,96,Other,7/11/2004
120907102554009612113568,9612113568,96,Other,7/11/2004
120906221653009612113161,9612113161,96,Other,7/11/2004
120907080512009612113507,9612113507,96,Other,7/11/2004
120907080148009612113504,9612113504,96,Other,7/11/2004
120907080302009612113505,9612113505,96,Other,7/11/2004
120907080912009612113509,9612113509,96,Other,7/11/2004
120907102949009612113570,9612113570,96,Other,7/11/2004
120907103114009612113571,9612113571,96,Other,7/11/2004
121024075724009605001690,9605001690,96,Other,7/11/2004
120907080353009612113506,9612113506,96,Other,7/11/2004
120907081046009612113510,9612113510,96,Other,7/11/2004
120907082427009612113518,9612113518,96,Other,7/11/2004
120907080047009612113503,9612113503,96,Other,7/11/2004
120907080658009612113508,9612113508,96,Other,7/11/2004
120907082546009612113519,9612113519,96,Other,7/11/2004
120907082219009612113517,9612113517,96,Other,7/11/2004
120808160326000035124339,0035124339,35,Other,7/11/2004
120808160420000035124340,0035124340,35,Other,7/11/2004
120925003822000003120410,0003120410,35,Other,7/11/2004
120920210435000003128211,0003128211,35,Other,7/11/2004
120921101141000003128506,0003128506,35,Other,7/11/2004
121022134033000003050134,0003050134,35,Other,7/11/2004
120921015907000003128348,0003128348,35,Other,7/11/2004
120921015526000003128346,0003128346,35,Other,7/11/2004
120921015338000003128345,0003128345,35,Other,7/11/2004
120921015659000003128347,0003128347,35,Other,7/11/2004
120920205635000003128208,0003128208,35,Other,7/11/2004
121031123411000003050762,0003050762,35,Other,7/11/2004
121031123439000003052032,0003052032,35,Other,7/11/2004
121024080447000003051078,0003051078,35,Other,7/11/2004
121031120957000003051478,0003051478,35,Other,7/11/2004
120921103730000003128521,0003128521,35,Other,7/11/2004
120921103901000003128522,0003128522,35,Other,7/11/2004
120921101423000003128508,0003128508,35,Other,7/11/2004
121031132246000003051926,0003051926,35,Other,7/11/2004
120921020606000003128351,0003128351,35,Other,7/11/2004
120921103545000003128520,0003128520,35,Other,7/11/2004
120921015152000003128344,0003128344,35,Other,7/11/2004
120925004457000003120414,0003120414,35,Other,7/11/2004
121031132417000003051581,0003051581,35,Other,7/11/2004
120923134644000003129484,0003129484,35,Other,7/11/2004
120923135547000003129489,0003129489,35,Other,7/11/2004
120923134430000003129482,0003129482,35,Other,7/11/2004
121031120927000003051540,0003051540,35,Other,7/11/2004
120925002055000003130402,0003130402,35,Other,7/11/2004
120921020752000003128352,0003128352,35,Other,7/11/2004
121031132344000003051059,0003051059,35,Other,7/11/2004
120921021051000003128353,0003128353,35,Other,7/11/2004
120923134949000003129486,0003129486,35,Other,7/11/2004
120923134808000003129485,0003129485,35,Other,7/11/2004
121031130053000003051322,0003051322,35,Other,7/11/2004
120921101949000003128511,0003128511,35,Other,7/11/2004
120921101804000003128510,0003128510,35,Other,7/11/2004
120923135239000003129487,0003129487,35,Other,7/11/2004
120923135402000003129488,0003129488,35,Other,7/11/2004
120920203703000003128206,0003128206,35,Other,7/11/2004
120920203537000003128205,0003128205,35,Other,7/11/2004
120925002244000003130403,0003130403,35,Other,7/11/2004
120811153536006412008269,6412008269,64,Other,7/11/2004
120925002553000003130405,0003130405,35,Other,7/11/2004
120920210316000003128210,0003128210,35,Other,7/11/2004
120921105449000003128530,0003128530,35,Other,7/11/2004
120921105240000003128529,0003128529,35,Other,7/11/2004
120921104058000003128523,0003128523,35,Other,7/11/2004
120921103114000003128518,0003128518,35,Other,7/11/2004
120921101300000003128507,0003128507,35,Other,7/11/2004
120921020327000003128350,0003128350,35,Other,7/11/2004
120921103421000003128519,0003128519,35,Other,7/11/2004
120920210054000003128209,0003128209,35,Other,7/11/2004
121031130018000003051523,0003051523,35,Other,7/11/2004
120925003449000003120409,0003120409,35,Other,7/11/2004
120925002751000003130406,0003130406,35,Other,7/11/2004
121031123011000003050874,0003050874,35,Other,7/11/2004
121031132316000003051409,0003051409,35,Other,7/11/2004
120921102100000003128512,0003128512,35,Other,7/11/2004
120921102228000003128513,0003128513,35,Other,7/11/2004
120921102716000003128515,0003128515,35,Other,7/11/2004
120920210555000003128212,0003128212,35,Other,7/11/2004
120921101549000003128509,0003128509,35,Other,7/11/2004
120923135732000003129490,0003129490,35,Other,7/11/2004
120923134521000003129483,0003129483,35,Other,7/11/2004
120920203821000003128207,0003128207,35,Other,7/11/2004
120921104850000003128527,0003128527,35,Other,7/11/2004
120921105043000003128528,0003128528,35,Other,7/11/2004
120921102841000003128516,0003128516,35,Other,7/11/2004
120925002431000003130404,0003130404,35,Other,7/11/2004
120925004337000003120413,0003120413,35,Other,7/11/2004
120921102339000003128514,0003128514,35,Other,7/11/2004
